library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collection_device,samp_mat_process,source_material_ID,sample_name,sample_accession,study_accession
P31353_2056,COI Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,70 mm,56.78603333 17.41303333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2056,122.SPRAS23_SPIGG_152_COI,ENA:ERS23543475,ENA:PRJEB85974
P31353_2057,COI Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,65 mm,56.78603333 17.41303333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2057,122.SPRAS23_SPIGG_155_COI,ENA:ERS23543476,ENA:PRJEB85974
P31353_2058,COI Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,70 mm,56.78603333 17.41303333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2058,122.SPRAS23_SPIGG_159_COI,ENA:ERS23543477,ENA:PRJEB85974
P31353_2059,COI WP2 2023-05-21 SPRAS23,WP2,2023-05-21,42G7,0-60,15310.5518 L,90 micrometers,56.79595 17.38695,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2059,122.SPRAS23_WP2_20_COI,ENA:ERS23543478,ENA:PRJEB85974
P31353_2060,COI Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,155 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2060,188.BIAS22_SILL_1_COI,ENA:ERS23543479,ENA:PRJEB85974
P31353_2061,COI Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,145 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2061,188.BIAS22_SILL_2_COI,ENA:ERS23543480,ENA:PRJEB85974
P31353_2062,COI Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,180 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2062,188.BIAS22_SILL_3_COI,ENA:ERS23543481,ENA:PRJEB85974
P31353_2063,COI Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,120 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2063,188.BIAS22_SK.SILL_1_COI,ENA:ERS23543482,ENA:PRJEB85974
P31353_2064,COI Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,115 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2064,188.BIAS22_SK.SILL_2_COI,ENA:ERS23543483,ENA:PRJEB85974
P31353_2065,COI Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,115 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2065,188.BIAS22_SK.SILL_3_COI,ENA:ERS23543484,ENA:PRJEB85974
P31353_2066,COI Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,55 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2066,188.BIAS22_SPIGG_1_COI,ENA:ERS23543485,ENA:PRJEB85974
P31353_2067,COI Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,65 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2067,188.BIAS22_SPIGG_2_COI,ENA:ERS23543486,ENA:PRJEB85974
P31353_2068,COI Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,75 mm,56.59331667 16.95903333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2068,188.BIAS22_SPIGG_3_COI,ENA:ERS23543487,ENA:PRJEB85974
P31353_2069,COI Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,170 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2069,196.BIAS22_SILL_4_COI,ENA:ERS23543488,ENA:PRJEB85974
P31353_2070,COI Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,160 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2070,196.BIAS22_SILL_5_COI,ENA:ERS23543489,ENA:PRJEB85974
P31353_2071,COI Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,150 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2071,196.BIAS22_SILL_6_COI,ENA:ERS23543490,ENA:PRJEB85974
P31353_2072,COI Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,125 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2072,196.BIAS22_SK.SILL_4_COI,ENA:ERS23543491,ENA:PRJEB85974
P31353_2073,COI Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,115 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2073,196.BIAS22_SK.SILL_5_COI,ENA:ERS23543492,ENA:PRJEB85974
P31353_2074,COI Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,115 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2074,196.BIAS22_SK.SILL_6_COI,ENA:ERS23543493,ENA:PRJEB85974
P31353_2075,COI Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,50 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2075,196.BIAS22_SPIGG_4_COI,ENA:ERS23543494,ENA:PRJEB85974
P31353_2076,COI Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,55 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2076,196.BIAS22_SPIGG_5_COI,ENA:ERS23543495,ENA:PRJEB85974
P31353_2077,COI Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,65 mm,57.28528333 17.77506667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2077,196.BIAS22_SPIGG_6_COI,ENA:ERS23543496,ENA:PRJEB85974
P31353_2078,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,155 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2078,200.BIAS22_SILL_7_COI,ENA:ERS23543497,ENA:PRJEB85974
P31353_2079,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,160 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2079,200.BIAS22_SILL_8_COI,ENA:ERS23543498,ENA:PRJEB85974
P31353_2080,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,165 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2080,200.BIAS22_SILL_9_COI,ENA:ERS23543499,ENA:PRJEB85974
P31353_2081,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,110 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2081,200.BIAS22_SK.SILL_7_COI,ENA:ERS23543500,ENA:PRJEB85974
P31353_2082,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,115 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2082,200.BIAS22_SK.SILL_8_COI,ENA:ERS23543501,ENA:PRJEB85974
P31353_2083,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,110 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2083,200.BIAS22_SK.SILL_9_COI,ENA:ERS23543502,ENA:PRJEB85974
P31353_2084,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,60 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2084,200.BIAS22_SPIGG_7_COI,ENA:ERS23543503,ENA:PRJEB85974
P31353_2085,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,60 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2085,200.BIAS22_SPIGG_8_COI,ENA:ERS23543504,ENA:PRJEB85974
P31353_2086,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,70 mm,57.88961667 17.49813333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2086,200.BIAS22_SPIGG_9_COI,ENA:ERS23543505,ENA:PRJEB85974
P31353_2087,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,150 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2087,201.BIAS22_SILL_10_COI,ENA:ERS23543506,ENA:PRJEB85974
P31353_2088,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,155 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2088,201.BIAS22_SILL_11_COI,ENA:ERS23543507,ENA:PRJEB85974
P31353_2089,COI Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,160 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2089,201.BIAS22_SILL_12_COI,ENA:ERS23543508,ENA:PRJEB85974
P31353_2090,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,90 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2090,201.BIAS22_SK.SILL_10_COI,ENA:ERS23543509,ENA:PRJEB85974
P31353_2091,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,95 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2091,201.BIAS22_SK.SILL_11_COI,ENA:ERS23543510,ENA:PRJEB85974
P31353_2092,COI Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,90 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2092,201.BIAS22_SK.SILL_12_COI,ENA:ERS23543511,ENA:PRJEB85974
P31353_2093,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,70 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2093,201.BIAS22_SPIGG_10_COI,ENA:ERS23543512,ENA:PRJEB85974
P31353_2094,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,65 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2094,201.BIAS22_SPIGG_11_COI,ENA:ERS23543513,ENA:PRJEB85974
P31353_2095,COI Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,60 mm,58.23881667 17.49666667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2095,201.BIAS22_SPIGG_12_COI,ENA:ERS23543514,ENA:PRJEB85974
P31353_2096,COI Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,160 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2096,204.BIAS22_SILL_13_COI,ENA:ERS23543515,ENA:PRJEB85974
P31353_2097,COI Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,170 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2097,204.BIAS22_SILL_14_COI,ENA:ERS23543516,ENA:PRJEB85974
P31353_2098,COI Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,160 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2098,204.BIAS22_SILL_15_COI,ENA:ERS23543517,ENA:PRJEB85974
P31353_2099,COI Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,120 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2099,204.BIAS22_SK.SILL_13_COI,ENA:ERS23543518,ENA:PRJEB85974
P31353_2100,COI Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,115 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2100,204.BIAS22_SK.SILL_14_COI,ENA:ERS23543519,ENA:PRJEB85974
P31353_2101,COI Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,120 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2101,204.BIAS22_SK.SILL_15_COI,ENA:ERS23543520,ENA:PRJEB85974
P31353_2102,COI Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,60 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2102,204.BIAS22_SPIGG_13_COI,ENA:ERS23543521,ENA:PRJEB85974
P31353_2103,COI Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,65 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2103,204.BIAS22_SPIGG_14_COI,ENA:ERS23543522,ENA:PRJEB85974
P31353_2104,COI Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,60 mm,58.32613333 18.82736667,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2104,204.BIAS22_SPIGG_15_COI,ENA:ERS23543523,ENA:PRJEB85974
P31353_2105,COI Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,155 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2105,207.BIAS22_SILL_16_COI,ENA:ERS23543524,ENA:PRJEB85974
P31353_2106,COI Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,160 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2106,207.BIAS22_SILL_17_COI,ENA:ERS23543525,ENA:PRJEB85974
P31353_2107,COI Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,160 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2107,207.BIAS22_SILL_18_COI,ENA:ERS23543526,ENA:PRJEB85974
P31353_2108,COI Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,115 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2108,207.BIAS22_SK.SILL_16_COI,ENA:ERS23543527,ENA:PRJEB85974
P31353_2109,COI Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,110 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2109,207.BIAS22_SK.SILL_17_COI,ENA:ERS23543528,ENA:PRJEB85974
P31353_2110,COI Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,80 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2110,207.BIAS22_SK.SILL_18_COI,ENA:ERS23543529,ENA:PRJEB85974
P31353_2111,COI Gasterosteus aculeatus 2022-10-09 BIAS22,Gasterosteus aculeatus,2022-10-09,46G8,NA,1 individual,80 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2111,207.BIAS22_SPIGG_16_COI,ENA:ERS23543530,ENA:PRJEB85974
