library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collect_device,samp_mat_process,source_material_id,sample_name,sample_accession,study_accession
P12051_1198,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314769,ENA:PRJEB39191
P12051_1199,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314770,ENA:PRJEB39191
P12051_1200,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314771,ENA:PRJEB39191
P12051_1201,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314772,ENA:PRJEB39191
P12051_1202,18S rRNA Bosmina 2018-07-31 NA By31,Bosmina,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314773,ENA:PRJEB39191
P12051_1203,18S rRNA Bosmina 2018-07-31 NA By31,Bosmina,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314774,ENA:PRJEB39191
P12051_1204,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314775,ENA:PRJEB39191
P12051_1205,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314776,ENA:PRJEB39191
P12051_1206,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314777,ENA:PRJEB39191
P12051_1207,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314778,ENA:PRJEB39191
P12051_1208,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314779,ENA:PRJEB39191
P12051_1209,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314780,ENA:PRJEB39191
P12051_1210,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314781,ENA:PRJEB39191
P12051_1211,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314782,ENA:PRJEB39191
P12051_1212,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314783,ENA:PRJEB39191
P12051_1213,18S rRNA Bosmina 2018-07-31 NA By31,Bosmina,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314784,ENA:PRJEB39191
P12051_1214,18S rRNA Bosmina 2018-07-31 NA By31,Bosmina,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314785,ENA:PRJEB39191
P12051_1215,18S rRNA Bosmina 2018-07-31 NA By31,Bosmina,2018-07-31T00:00:00Z,By31,30-60,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314786,ENA:PRJEB39191
P12051_1216,18S rRNA Temora 2018-04-16 NA By31,Temora,2018-04-16T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-91,NA,ENA:ERR4314787,ENA:PRJEB39191
P12051_1217,18S rRNA Temora 2017-08-15 NA By31,Temora,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314788,ENA:PRJEB39191
P12051_1218,18S rRNA Temora 2017-08-15 NA By31,Temora,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314789,ENA:PRJEB39191
P12051_1219,18S rRNA Temora 2017-08-15 NA By31,Temora,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314790,ENA:PRJEB39191
P12051_1220,18S rRNA Pseudocalanus 2018-03-19 NA By31,Pseudocalanus,2018-03-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-83,NA,ENA:ERR4314791,ENA:PRJEB39191
P12051_1221,18S rRNA Centropages 2017-08-15 NA By31,Centropages,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314792,ENA:PRJEB39191
P12051_1222,18S rRNA Centropages 2017-08-15 NA By31,Centropages,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314793,ENA:PRJEB39191
P12051_1223,18S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314794,ENA:PRJEB39191
P12051_1224,18S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314795,ENA:PRJEB39191
P12051_1225,18S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314796,ENA:PRJEB39191
P12051_1226,18S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314797,ENA:PRJEB39191
P12051_1227,18S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314798,ENA:PRJEB39191
P12051_1228,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314799,ENA:PRJEB39191
P12051_1229,18S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314800,ENA:PRJEB39191
P12051_1230,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,11.6 litres,20,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-35,NA,ENA:ERR4314801,ENA:PRJEB39191
P12051_1231,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,11.6 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-36,NA,ENA:ERR4314802,ENA:PRJEB39191
P12051_1232,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,0.5 litres,0.2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-37,NA,ENA:ERR4314803,ENA:PRJEB39191
P12051_1233,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70,5.8 litres,20,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-32,NA,ENA:ERR4314804,ENA:PRJEB39191
P12051_1234,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70,5.8 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-33,NA,ENA:ERR4314805,ENA:PRJEB39191
P12051_1235,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70+80-100,6.8 litres,0.2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-34,NA,ENA:ERR4314806,ENA:PRJEB39191
P12051_1236,18S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314807,ENA:PRJEB39191
P12051_1237,18S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314808,ENA:PRJEB39191
P12051_1238,18S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314809,ENA:PRJEB39191
P12051_1239,18S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314810,ENA:PRJEB39191
P12051_1240,18S rRNA Centropages 2018-04-16 NA By31,Centropages,2018-04-16T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-91,NA,ENA:ERR4314811,ENA:PRJEB39191
P12051_1241,18S rRNA Temora 2018-04-16 NA By31,Temora,2018-04-16T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-91,NA,ENA:ERR4314812,ENA:PRJEB39191
P12051_1242,18S rRNA Temora 2018-07-31 NA By31,Temora,2018-07-31T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-178,NA,ENA:ERR4314813,ENA:PRJEB39191
P12051_1243,18S rRNA Acartia 2018-04-16 NA By31,Acartia,2018-04-16T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-90,NA,ENA:ERR4314814,ENA:PRJEB39191
P12051_1244,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314815,ENA:PRJEB39191
P12051_1245,18S rRNA Bosmina 2017-08-15 NA By31,Bosmina,2017-08-15T00:00:00Z,By31,0-30,10 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-49,NA,ENA:ERR4314816,ENA:PRJEB39191
P12051_1246,18S rRNA NA 2017-08-15 NA By31,Seawater,2017-08-15T00:00:00Z,By31,0-30,8 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-55,NA,ENA:ERR4314817,ENA:PRJEB39191
P12051_1247,18S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,11.6 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-36,NA,ENA:ERR4314818,ENA:PRJEB39191
P12051_1248,18S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314819,ENA:PRJEB39191
P12051_1249,18S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314820,ENA:PRJEB39191
P12051_1250,18S rRNA S.monopus 2017-06-19 Surface By31,S.monopus,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_806,ENA:ERR4314821,ENA:PRJEB39191
P12051_1251,18S rRNA S.baltica 2017-06-19 Surface By31,S.baltica,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_807,ENA:ERR4314822,ENA:PRJEB39191
P12051_1252,18S rRNA S.baltica 2017-06-19 Surface By31,S.baltica,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_808,ENA:ERR4314823,ENA:PRJEB39191
P12051_1253,18S rRNA S.baltica 2017-06-19 Surface By31,S.baltica,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_809,ENA:ERR4314824,ENA:PRJEB39191
P12051_1254,18S rRNA S.baltica 2017-06-19 Surface By31,S.baltica,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_810,ENA:ERR4314825,ENA:PRJEB39191
