library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collection_device,samp_mat_process,source_material_ID,sample_name,sample_accession,study_accession
P31353_2169,18S rRNA Sprattus sprattus 2023-05-21 SPRAS23,Sprattus sprattus,2023-05-21,42G7,NA,1 individual,120 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2169,122.SPRAS23_SK.SILL_160_18S,ENA:ERS23543589,ENA:PRJEB85974
P31353_2170,18S rRNA Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,70 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2170,122.SPRAS23_SPIGG_152_18S,ENA:ERS23543590,ENA:PRJEB85974
P31353_2171,18S rRNA Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,65 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2171,122.SPRAS23_SPIGG_155_18S,ENA:ERS23543591,ENA:PRJEB85974
P31353_2172,18S rRNA Gasterosteus aculeatus 2023-05-21 SPRAS23,Gasterosteus aculeatus,2023-05-21,42G7,NA,1 individual,70 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2172,122.SPRAS23_SPIGG_159_18S,ENA:ERS23543592,ENA:PRJEB85974
P31353_2173,18S rRNA WP2 2023-05-21 SPRAS23,WP2,2023-05-21,42G7,0-60,15310.5518 L,90 micrometers,56.79595 17.38695,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2173,122.SPRAS23_WP2_20_18S,ENA:ERS23543593,ENA:PRJEB85974
P31353_2174,18S rRNA Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,155 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2174,188.BIAS22_SILL_1_18S,ENA:ERS23543594,ENA:PRJEB85974
P31353_2175,18S rRNA Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,145 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2175,188.BIAS22_SILL_2_18S,ENA:ERS23543595,ENA:PRJEB85974
P31353_2176,18S rRNA Clupea harengus 2022-10-04 BIAS22,Clupea harengus,2022-10-04,42G6,NA,1 individual,180 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2176,188.BIAS22_SILL_3_18S,ENA:ERS23543596,ENA:PRJEB85974
P31353_2177,18S rRNA Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,120 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2177,188.BIAS22_SK.SILL_1_18S,ENA:ERS23543597,ENA:PRJEB85974
P31353_2178,18S rRNA Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,115 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2178,188.BIAS22_SK.SILL_2_18S,ENA:ERS23543598,ENA:PRJEB85974
P31353_2179,18S rRNA Sprattus sprattus 2022-10-04 BIAS22,Sprattus sprattus,2022-10-04,42G6,NA,1 individual,115 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2179,188.BIAS22_SK.SILL_3_18S,ENA:ERS23543599,ENA:PRJEB85974
P31353_2180,18S rRNA Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,55 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2180,188.BIAS22_SPIGG_1_18S,ENA:ERS23543600,ENA:PRJEB85974
P31353_2181,18S rRNA Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,65 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2181,188.BIAS22_SPIGG_2_18S,ENA:ERS23543601,ENA:PRJEB85974
P31353_2182,18S rRNA Gasterosteus aculeatus 2022-10-04 BIAS22,Gasterosteus aculeatus,2022-10-04,42G6,NA,1 individual,75 mm,56.59331667 16.95903333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2182,188.BIAS22_SPIGG_3_18S,ENA:ERS23543602,ENA:PRJEB85974
P31353_2183,18S rRNA Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,170 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2183,196.BIAS22_SILL_4_18S,ENA:ERS23543603,ENA:PRJEB85974
P31353_2184,18S rRNA Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,160 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2184,196.BIAS22_SILL_5_18S,ENA:ERS23543604,ENA:PRJEB85974
P31353_2185,18S rRNA Clupea harengus 2022-10-06 BIAS22,Clupea harengus,2022-10-06,43G7,NA,1 individual,150 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2185,196.BIAS22_SILL_6_18S,ENA:ERS23543605,ENA:PRJEB85974
P31353_2186,18S rRNA Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,125 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2186,196.BIAS22_SK.SILL_4_18S,ENA:ERS23543606,ENA:PRJEB85974
P31353_2187,18S rRNA Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,115 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2187,196.BIAS22_SK.SILL_5_18S,ENA:ERS23543607,ENA:PRJEB85974
P31353_2188,18S rRNA Sprattus sprattus 2022-10-06 BIAS22,Sprattus sprattus,2022-10-06,43G7,NA,1 individual,115 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2188,196.BIAS22_SK.SILL_6_18S,ENA:ERS23543608,ENA:PRJEB85974
P31353_2189,18S rRNA Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,50 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2189,196.BIAS22_SPIGG_4_18S,ENA:ERS23543609,ENA:PRJEB85974
P31353_2190,18S rRNA Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,55 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2190,196.BIAS22_SPIGG_5_18S,ENA:ERS23543610,ENA:PRJEB85974
P31353_2191,18S rRNA Gasterosteus aculeatus 2022-10-06 BIAS22,Gasterosteus aculeatus,2022-10-06,43G7,NA,1 individual,65 mm,57.28528333 17.77506667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2191,196.BIAS22_SPIGG_6_18S,ENA:ERS23543611,ENA:PRJEB85974
P31353_2192,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,155 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2192,200.BIAS22_SILL_7_18S,ENA:ERS23543612,ENA:PRJEB85974
P31353_2193,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,160 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2193,200.BIAS22_SILL_8_18S,ENA:ERS23543613,ENA:PRJEB85974
P31353_2194,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,44G7,NA,1 individual,165 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2194,200.BIAS22_SILL_9_18S,ENA:ERS23543614,ENA:PRJEB85974
P31353_2195,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,110 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2195,200.BIAS22_SK.SILL_7_18S,ENA:ERS23543615,ENA:PRJEB85974
P31353_2196,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,115 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2196,200.BIAS22_SK.SILL_8_18S,ENA:ERS23543616,ENA:PRJEB85974
P31353_2197,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,44G7,NA,1 individual,110 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2197,200.BIAS22_SK.SILL_9_18S,ENA:ERS23543617,ENA:PRJEB85974
P31353_2198,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,60 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2198,200.BIAS22_SPIGG_7_18S,ENA:ERS23543618,ENA:PRJEB85974
P31353_2199,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,60 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2199,200.BIAS22_SPIGG_8_18S,ENA:ERS23543619,ENA:PRJEB85974
P31353_2200,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,44G7,NA,1 individual,70 mm,57.88961667 17.49813333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2200,200.BIAS22_SPIGG_9_18S,ENA:ERS23543620,ENA:PRJEB85974
P31353_2201,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,150 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2201,201.BIAS22_SILL_10_18S,ENA:ERS23543621,ENA:PRJEB85974
P31353_2202,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,155 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2202,201.BIAS22_SILL_11_18S,ENA:ERS23543622,ENA:PRJEB85974
P31353_2203,18S rRNA Clupea harengus 2022-10-07 BIAS22,Clupea harengus,2022-10-07,45G7,NA,1 individual,160 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2203,201.BIAS22_SILL_12_18S,ENA:ERS23543623,ENA:PRJEB85974
P31353_2204,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,90 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2204,201.BIAS22_SK.SILL_10_18S,ENA:ERS23543624,ENA:PRJEB85974
P31353_2205,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,95 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2205,201.BIAS22_SK.SILL_11_18S,ENA:ERS23543625,ENA:PRJEB85974
P31353_2206,18S rRNA Sprattus sprattus 2022-10-07 BIAS22,Sprattus sprattus,2022-10-07,45G7,NA,1 individual,90 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2206,201.BIAS22_SK.SILL_12_18S,ENA:ERS23543626,ENA:PRJEB85974
P31353_2207,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,70 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2207,201.BIAS22_SPIGG_10_18S,ENA:ERS23543627,ENA:PRJEB85974
P31353_2208,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,65 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2208,201.BIAS22_SPIGG_11_18S,ENA:ERS23543628,ENA:PRJEB85974
P31353_2209,18S rRNA Gasterosteus aculeatus 2022-10-07 BIAS22,Gasterosteus aculeatus,2022-10-07,45G7,NA,1 individual,60 mm,58.23881667 17.49666667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2209,201.BIAS22_SPIGG_12_18S,ENA:ERS23543629,ENA:PRJEB85974
P31353_2210,18S rRNA Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,160 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2210,204.BIAS22_SILL_13_18S,ENA:ERS23543630,ENA:PRJEB85974
P31353_2211,18S rRNA Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,170 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2211,204.BIAS22_SILL_14_18S,ENA:ERS23543631,ENA:PRJEB85974
P31353_2212,18S rRNA Clupea harengus 2022-10-08 BIAS22,Clupea harengus,2022-10-08,45G8,NA,1 individual,160 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2212,204.BIAS22_SILL_15_18S,ENA:ERS23543632,ENA:PRJEB85974
P31353_2213,18S rRNA Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,120 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2213,204.BIAS22_SK.SILL_13_18S,ENA:ERS23543633,ENA:PRJEB85974
P31353_2214,18S rRNA Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,115 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2214,204.BIAS22_SK.SILL_14_18S,ENA:ERS23543634,ENA:PRJEB85974
P31353_2215,18S rRNA Sprattus sprattus 2022-10-08 BIAS22,Sprattus sprattus,2022-10-08,45G8,NA,1 individual,120 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2215,204.BIAS22_SK.SILL_15_18S,ENA:ERS23543635,ENA:PRJEB85974
P31353_2216,18S rRNA Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,60 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2216,204.BIAS22_SPIGG_13_18S,ENA:ERS23543636,ENA:PRJEB85974
P31353_2217,18S rRNA Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,65 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2217,204.BIAS22_SPIGG_14_18S,ENA:ERS23543637,ENA:PRJEB85974
P31353_2218,18S rRNA Gasterosteus aculeatus 2022-10-08 BIAS22,Gasterosteus aculeatus,2022-10-08,45G8,NA,1 individual,60 mm,58.32613333 18.82736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2218,204.BIAS22_SPIGG_15_18S,ENA:ERS23543638,ENA:PRJEB85974
P31353_2219,18S rRNA Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,155 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2219,207.BIAS22_SILL_16_18S,ENA:ERS23543639,ENA:PRJEB85974
P31353_2220,18S rRNA Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,160 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2220,207.BIAS22_SILL_17_18S,ENA:ERS23543640,ENA:PRJEB85974
P31353_2221,18S rRNA Clupea harengus 2022-10-09 BIAS22,Clupea harengus,2022-10-09,46G8,NA,1 individual,160 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2221,207.BIAS22_SILL_18_18S,ENA:ERS23543641,ENA:PRJEB85974
P31353_2222,18S rRNA Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,115 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2222,207.BIAS22_SK.SILL_16_18S,ENA:ERS23543642,ENA:PRJEB85974
P31353_2223,18S rRNA Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,110 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2223,207.BIAS22_SK.SILL_17_18S,ENA:ERS23543643,ENA:PRJEB85974
P31353_2224,18S rRNA Sprattus sprattus 2022-10-09 BIAS22,Sprattus sprattus,2022-10-09,46G8,NA,1 individual,80 mm,58.78598333 18.79238333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2224,207.BIAS22_SK.SILL_18_18S,ENA:ERS23543644,ENA:PRJEB85974
