library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collect_device,samp_mat_process,source_material_id,sample_name,sample_accession,study_accession
P12051_1063,16S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314634,ENA:PRJEB39191
P12051_1064,16S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314635,ENA:PRJEB39191
P12051_1065,16S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314636,ENA:PRJEB39191
P12051_1066,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314637,ENA:PRJEB39191
P12051_1067,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314638,ENA:PRJEB39191
P12051_1068,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314639,ENA:PRJEB39191
P12051_1069,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314640,ENA:PRJEB39191
P12051_1070,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314641,ENA:PRJEB39191
P12051_1071,16S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314642,ENA:PRJEB39191
P12051_1072,16S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314643,ENA:PRJEB39191
P12051_1073,16S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314644,ENA:PRJEB39191
P12051_1074,16S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314645,ENA:PRJEB39191
P12051_1075,16S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314646,ENA:PRJEB39191
P12051_1076,16S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314647,ENA:PRJEB39191
P12051_1077,16S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314648,ENA:PRJEB39191
P12051_1078,16S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314649,ENA:PRJEB39191
P12051_1079,16S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314650,ENA:PRJEB39191
P12051_1080,16S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314651,ENA:PRJEB39191
P12051_1081,16S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314652,ENA:PRJEB39191
P12051_1082,16S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314653,ENA:PRJEB39191
P12051_1083,16S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314654,ENA:PRJEB39191
P12051_1084,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,11.6 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-35,NA,ENA:ERR4314655,ENA:PRJEB39191
P12051_1085,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,11.6 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-36,NA,ENA:ERR4314656,ENA:PRJEB39191
P12051_1086,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,0.5 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-37,NA,ENA:ERR4314657,ENA:PRJEB39191
P12051_1087,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70,5.8 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-32,NA,ENA:ERR4314658,ENA:PRJEB39191
P12051_1088,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70,5.8 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-33,NA,ENA:ERR4314659,ENA:PRJEB39191
P12051_1089,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,30-70+80-100,6.8 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-34,NA,ENA:ERR4314660,ENA:PRJEB39191
P12051_1090,16S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314661,ENA:PRJEB39191
P12051_1091,16S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314662,ENA:PRJEB39191
P12051_1092,16S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314663,ENA:PRJEB39191
P12051_1093,16S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314664,ENA:PRJEB39191
P12051_1094,16S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314665,ENA:PRJEB39191
P12051_1095,16S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314666,ENA:PRJEB39191
P12051_1096,16S rRNA Acartia NA NA By31,Acartia,NA,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-83,NA,ENA:ERR4314667,ENA:PRJEB39191
P12051_1097,16S rRNA Bosmina 2017-08-15 NA By31,Bosmina,2017-08-15T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-49,NA,ENA:ERR4314668,ENA:PRJEB39191
P12051_1098,16S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314669,ENA:PRJEB39191
P12051_1099,16S rRNA NA 2017-08-15 NA By31,Seawater,2017-08-15T00:00:00Z,By31,0-30,NA litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-55,NA,ENA:ERR4314670,ENA:PRJEB39191
P12051_1100,16S rRNA NA 2017-06-19 NA By31,Seawater,2017-06-19T00:00:00Z,By31,0-25,NA litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-36,NA,ENA:ERR4314671,ENA:PRJEB39191
P12051_1101,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_801,ENA:ERR4314672,ENA:PRJEB39191
P12051_1102,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_802,ENA:ERR4314673,ENA:PRJEB39191
P12051_1103,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_803,ENA:ERR4314674,ENA:PRJEB39191
P12051_1104,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_804,ENA:ERR4314675,ENA:PRJEB39191
P12051_1105,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_805,ENA:ERR4314676,ENA:PRJEB39191
P12051_1106,16S rRNA Synchaeta_monopus 2017-06-19 Surface By31,Synchaeta_monopus,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_806,ENA:ERR4314677,ENA:PRJEB39191
P12051_1107,16S rRNA Synchaeta_baltica 2017-06-19 Surface By31,Synchaeta_baltica,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_807,ENA:ERR4314678,ENA:PRJEB39191
P12051_1108,16S rRNA Synchaeta_baltica 2017-06-19 Surface By31,Synchaeta_baltica,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_808,ENA:ERR4314679,ENA:PRJEB39191
P12051_1109,16S rRNA Synchaeta_baltica 2017-06-19 Surface By31,Synchaeta_baltica,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_809,ENA:ERR4314680,ENA:PRJEB39191
P12051_1110,16S rRNA Synchaeta_baltica 2017-06-19 Surface By31,Synchaeta_baltica,2017-06-19T00:00:00Z,By31,0-30,NA individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_a_810,ENA:ERR4314681,ENA:PRJEB39191
P12051_1119,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-219,NA,ENA:ERR4314690,ENA:PRJEB39191
P12051_1120,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-220,NA,ENA:ERR4314691,ENA:PRJEB39191
P12051_1121,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-221,NA,ENA:ERR4314692,ENA:PRJEB39191
P12051_1122,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-213,NA,ENA:ERR4314693,ENA:PRJEB39191
P12051_1123,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-214,NA,ENA:ERR4314694,ENA:PRJEB39191
P12051_1124,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-215,NA,ENA:ERR4314695,ENA:PRJEB39191
P12051_1125,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-207,NA,ENA:ERR4314696,ENA:PRJEB39191
P12051_1126,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-208,NA,ENA:ERR4314697,ENA:PRJEB39191
P12051_1127,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-209,NA,ENA:ERR4314698,ENA:PRJEB39191
P12051_1128,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-222,NA,ENA:ERR4314699,ENA:PRJEB39191
P12051_1129,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-223,NA,ENA:ERR4314700,ENA:PRJEB39191
